Kelas;Soal;A;B;C;D;E;Jawaban
8;Setiap kebijakan yang dibuat merupakan kehendak rakyat dan untuk kepentingan rakyat merupakan salah satu prinsip demokrasi yaitu ...;Kebebasan;Persamaan;Kedaulatan;Kerakyatan;#;D
8;Salah satu nilai demokrasi adalah penggunaan paksaan seminimal mungkin. Pernyataan tersebut merupakan pendapat dari ...;Henry B. Mayo;John Locke;Zamroni;Kelompok kerja Depdagri;#;A
8;Demokrasi yang sesuai dengan kepribadian bangsa Indonesia dan cocok untuk diterapkan di masyarakat Indonesia adalah ...;Parlementer;Pancasila;Presidensiil;Liberal;#;B
8;Negara Indonesia adalah negara demokrasi. Pernyataan tersebut tercantum dalam Pembukaan UUD 1945 alinea ...;I;II;III;IV;#;D
8;Penerapan budaya demokrasi dalam masyarakat perlu dipelopori oleh ...;Anak-anak dan remaja;Ulama dan tokoh agama;Pemuda dan pelajar;Pemimpin dan tokoh masyarakat;#;D
8;Di bawah ini merupakan asas-asas penyelenggaraan negara, kecuali ...;Profesionalitas;Keterbukaan;Kapasitas hukum;Mengendalikan sifat serakah;#;D
8;Setiap negara demokrasi harus memenuhi dua hal pokok yaitu ...;Adanya DPR dan MPR;Adanya pengakuan HAM dan partisipasi rakyat kepada pemerintah;Adanya legislatif dan eksekutif;Adanya pemerintah dan rakyat;#;B
8;Pelaksanaan demokrasi langsung pertama kali diterapkan di negara ...;Swiss;Yunani Kuno;Amerika Serikat;Inggris;#;B
8;Masyarakat demokrasi terdiri dari warga negara yang ...;Demokratis;Berpendidikan;Memahami UU;Menghafal UU;#;A
8;Pemerintahan yang demokratis selalu mengutamakan ...;Pemimpin;Rakyat;Wakil rakyat;UU;#;B
8;Demokrasi adalah pemerintahan dari rakyat, oleh rakyat, dan untuk rakyat. Pernyataan tersebut merupakan demokrasi menurut ...;Carol C. Gould;Sidney Hook;Joseft A. Schmeter;Abraham Lincoln;#;D
8;Pelaksanaan pemerintahan Negara Indonesia menggunakan sistem demokrasi ...;Campuran;Langsung;Terpimpin;Tidak langsung;#;D
8;Presiden tidak bertanggung jawab kepada parlemen, merupakan ciri sistem pemerintahan ...;Liberal;Presidensiil;Terpimpin;Komunis;#;B
8;Pemilu pertama pada masa Orde Baru dilaksanakan pada tahun ...;1970;1971;1972;1973;#;B
8;Di bawah ini merupakan isi dari dekrit Presiden 5 Juli 1959, kecuali ...;Menetapkan pembubaran konstituante;Berlakunya kembali UUD 1945 dan tidak berlakunya UUDS 1950;Turunkan harga;Pembentukan MPRS dan DPAS;#;C
8;Berikut ini adalah pembagian kekuasaan negara menurut ajaran Trias Politika, kecuali ...;Kekuasaan legislatif;Kekuasaan yudikatif;Kekuasaan eksekutif;Kekuasaan komutatif;#;D
8;Saat secara yuridis formal Pancasila diletakkan sebagai dasar negara oleh PPKI pada tanggal ...;28 Mei 1945;22 Juni 1945;18 Agustus 1945;17 Juli 1945;#;C
8;Hasil kerja panitia sembilan yang memuat rumusan dasar negara Indonesia merdeka adalah...;rancangan hukum dasar;Piagam Jakarta;Pembukaan UUD;Dasar Negara;#;B
8;Berikut ini yang bukan tokoh nasional yang mengusulkan dasar negara bagi Indonesia merdeka adalah...;Ir. Soekarno;Drs. Moh. Hatta;Prof. Mr. Soepomo;Moh. Yamin;#;B
8;Tanggal 1 Juni diperingati sebagai ...;Hari kebangkitan nasional;Hari lahirnya Pancasila;Hari kesaktian Pancasila;Hari disahkannya Pancasila;#;B
8;Tokoh panitia sembilan ditunjukkan nomor ... [I) Moh Yamin, II) Moh Hatta, III) Moh Natsir, IV) Wachid Hasyim];I, II dan III;I dan III;II dan IV;Semua benar;#;C
8;Pancasila sebagai dasar Negara harus mengerti kegunaannya, salah satu diantaranya ...;Untuk melandasi segala sesuatu kehidupan bangsa;Untuk menangkal musuh yang akan menghancurkan bangsa kita;Sebagai alat yang dapat digunakan untuk mengatur Negara;Sebagai pedoman hidup bagi yang ingin maju;#;A
8;Pancasila sebagai dasar negara disahkan oleh ...;Panitia Persiapan kemerdekaan Indonesia;Badan Penyelidik Usaha Persiapan Kemerdekaan Indonesia;Proklamator;Pembentuk negara;#;A
8;Dasar negara Pancasila tidak bisa diganti dengan dasar negara lain, karena Pancasila mengandung nilai yang berasal dari ...;Bangsa indonesia dan bangsa lain;Bangsa indonesia sendiri;Warisan bangsa yang menjajah;Budaya bangsa-bangsa;#;B
8;Salah satu contoh bentuk pengamalan sila ke-4 dalam kehidupan berbangsa dan bernegara adalah ...;Adanya gotong royong dimasyarakat;Pemilihan presiden dan wakil presiden secara langsung;Menyantuni fakir miskin;Upacara hari raya keagamaan;#;B
8;Pancasila dijadikan sebagai perintis, petunjuk dan pedoman dalam memecahkan masalah-masalah politik, ekonomi, sosial budaya yang timbul dalam masyarakat, maka pancasila sebagai ...;Dasar negara;Ideologi bangsa;Pandangan hidup bangsa;Kepribadian bangsa;#;C
8;Pancasila sebagaimana yang tertulis dalam alinea ke-4 Pembukaan UUD 1945 menjadi ...;Pandangan hidup bangsa indonesia;Falsafah hidup bangsa indonesia;Dasar negara;Tujuan yang hendak dicapai bangsa indonesia;#;C
8;Sila Persatuan Indonesia dijiwai oleh sila ...;1 dan 2;1, 2 dan 3;1, 2, 3 dan 4;4 dan 5;#;C
8;John Locke mengusulkan 3 fungsi negara yaitu, kecuali ...;Fungsi legislatif;Fungsi yudikatif;Fungsi eksekutif;Fungsi sosialisme;#;D
8;Fungsi negara di Indonesia menggunakan teori ... dalam sistem pemisahan kekuasaan.;Teori komunisme;Teori Catur Praja;Teori Trias Politika;Teori Dwi Praja;#;C
8;Demokrasi berasal dari bahasa Yunani yaitu demos dan kratos. Kratos berarti ...;Rakyat;Kekuasaan;Pemerintahan;Pengusa;#;B
8;Kelemahan terbesar pelaksanaan sistem pemerintahan pada masa Orde baru adalah...;Tumbuh suburnya praktik KKN;Ditinggalkannya pembangunan fisik;Para pejabat sangat professional;Bahan kebutuhan pokok sulit didapat;#;A
8;Pemilu presiden secara langsung untuk pertama kali dilakukan pada masa presiden ...;Ir Soekarno;Soeharto;Abdurahman Wachid;Megawati Soekarno Putri;#;D
8;Apabila terjadi sengketa masalah Pemilu akan diselesaikan dengan cara ...;Berbuat anarkis dengan membuat kerusakan;Menghasut rakyat untuk menolak hasil pemilu;Melakukan pemilu ulang;Mengajukan banding ke Mahkamah Konstitusi;#;D
8;Pemilihan umum tidak boleh diwakilkan termasuk asas ...;Jujur;Adil;Bebas;Langsung;#;D
8;Hasil karya seni rupa yang indah dan bisa dimanfaatkan untuk kebutuhan sehari-hari adalah ...;Seni Murni;Seni Terapan;Seni Grafis;Seni Desain;#;B
8;Hasil susunan dari suatu aturan yang diulang-ulang disebut ...;Pola;Proporsi;Bidang;Tekstur;#;A
8;Sebaran dari beberapa motif yang berbeda dan tidak mengikuti pola proporsi dan komposisi yang seimbang merupakan tapestri dengan bentuk pola;Ragam hias beraturan;Ragam hias tidak beraturan;Ragam hias simetri;Ragam hias asimetris;#;B
8;Pengembangan bentuk dasar lingkaran, segitiga, belah ketupat merupakan jenis ragam hias ...;Flora;Fauna;Figuratif;Geometris;#;D
8;Ragam hias yang sudah mengalami perubahan bentuk yang digayakan dengan menambah karakter yang sesuai dengan tema, merupakan jenis ragam hias ...;Flora;Fauna;Figuratif;Geometris;#;A
8;Pola ragam hias yang terbentuk dari komposisi yang tidak berimbang namun masih terlihat proporsi, komposisi dan kesatuan yang harmonis, merupakan ragam hias dengan pola ...;Simetris;Asimetris;Tepi;Menyudut;#;B
8;Ragam hias yang cara pengerjaannya terlebih dahulu membuat pola negatif atau model yang akan dicetak merupakan teknik ...;Cor;Ukir;Pahat;Cat;#;A
8;Pelapis dengan warna natural yang penggunaannya dilakukan dengan kuas maupun disemprot disebut ...;Cat kayu;Vernis;Akrilik;Politur;#;B
8;Berikut ini adalah bahan-bahan yang bisa dibuat ragam hias dengan teknik cor, kecuali ...;Gips;Tanah liat;Kayu;Logam;#;C
8;Alat yang digunakan untuk membuat torehan pada media kayu disebut ...;Pahat;Palu;Papan;Kuas;#;A
8;Menempelkan desain pada media kayu kemudian dengan pahat kecil membentuk pola yang sama pada kayu, merupakan proses ...;Mengecor;Mengukir;Mengecat;Menempel;#;B
8;Tahap akhir dari proses mengukir adalah ...;Membuat desain;Menempel desain;Memberi politur;Memberi ukiran;#;C
8;Berikut ini adalah definisi dari tapestri, kecuali ...;Sulaman dengan banyak teknik;Teknik membuat karya tekstil;Ornamen atau ragam hias dekoratif keramik unik;Karya tenunan yang memiliki fungsi pakai;#;C
8;Pakan dan lungsi merupakan struktur bentuk dari teknik ...;Anyaman;Tenunan;Sulaman;Bordiran;#;B
8;Benang yang mengarah horizontal dan menjadi bagian dari benang yang membentuk bidang adalah ...;Pakan;Lungsi;Tusuk silang;Tusuk lurus;#;A
8;Alat untuk menunjang benang lungsi dan pakan yang menjadi elemen pembentuk ragam hias adalah spanram atau disebut ...;Gawangan;Bentangan;Penyisir;Penggulung;#;A
8;Teknik menenun dengan benang pakan ditenun menyilang pada benang lungsinya secara berulang-ulang adalah ...;Teknik tenun menyudut;Teknik tenun menyilang;Teknik tenun asimetris;Teknik tenun simetris;#;B
8;Berikut ini bahan yang bisa untuk membuat karya tapestri, kecuali ...;Benang wol;Kain Perca;Kayu;Bambu;#;D
8;Alat tenun tapestri yang digunakan untuk menyisipkan benang pakan pada benang lungsi sehingga membentuk corak disebut ...;Spanram;Bentangan;Gunting;Penggulung;#;A
8;Untuk merapatkan benang yang sudah ditenun menggunakan alat ...;Paku;Spanram;Sisir;Gunting;#;C
8;Keindahan dalam sebuah tarian tidak hanya dituangkan dalam gerak, iringan dan busana, tetapi lebih kepada hal ...;Makna yang terdapat pada tarian;Kehalusan dalam penyajian tari;Kepuasan batin manusia;Komposisi yang terdapat dalam tari;#;A
8;Tema yang dibawakan dalam tari Bambangan Cakil adalah ...;Binatang;Pergaulan;Kepahlawanan;Keserakahan;#;C
8;Berikut ini adalah tarian dari Aceh yang tidak diiringi dengan alat musik tetapi diiringi dengan tepukan dada, tepukan tangan dan jentikan jari adalah ...;Tari Tifa;Tari Saman;Tari Legong;Tari Panji Semirang;#;B
8;Tarian dari keraton Mangkunegaran Surakarta yang menggunakan properti pistol adalah tari ...;Bedaya Ketawang;Bedaya Semang;Srimpi Pandelori;Srimpi Gondokusuman;#;C
8;Tarian yang menggunakan properti bulu-bulu burung dari Kalimantan adalah ...;Merak;Cendrawasih;Manipuri;Enggang;#;D
8;Properti tari yang sekaligus sebagai alat pengiring tarinya adalah ...;Payung;Tifa;Kipas;Bakul;#;B
8;Tari selain dicirikan melalui keunikan gerak dapat juga dicirikan iringannya, contohnya musik talempong dari daerah ...;Bali;Minang;Sunda;Batak;#;B
8;Tari yang mempunyai ciri khas dominan pada mata adalah tarian ...;Bali;Papua;Kalimantan;Sumatera;#;A
8;Keraton Yogyakarta mempunyai tarian yang menggunakan properti tombak disebut tari ...;Panji Semirang;Kukilo;Lawung;Prajuritan;#;C
8;Kegiatan seseorang dalam menilai atau menghargai karya seni disebut ...;Apresiasi;Apersepsi;Kreasi;Ekspresi;#;A
8;Kegiatan menggambar yang menggunakan model sebagai objek gambarannya disebut ...;Gambar proyeksi;Gambar model;Gambar ilustrasi;Gambar teknik;#;B
8;Yang bukan prinsip menggambar bentuk dibawah ini adalah ...;Komposisi;Proporsi;Kesatuan;Keindahan;#;D
8;Bentuk objek gambar yang sama bentuknya bagian atas dan bagian bawah atau bagian kiri dan bagian kanan dinamakan dengan gambar ...;Simetris;Asimetris;Memusat;Meminggir;#;A
8;Yang dimaksud dengan proporsi adalah ...;Benda atau model diletakkan pada posisi maupun ukuran tidak sama;Perbandingan bagian perbagian atas bagian dengan keseluruhan;Keserasian pengaturan objek gambar sehingga berkesan ruang kedalaman dan antar objek gambar saling mendukung dan menghasilkan gambar yang baik;Keselarasan antara bidang gambar, objek gambar dan gambar yang dihasilkan;#;B
8;Pensil yang berkode B menandakan pensil ...;Lunak dan hitam;Keras;Sedang;Kuat;#;A
8;Keseimbangan objek gambar pada bidang kertas gambar dinamakan ...;Komposisi;Proporsi;Balance;Kesatuan;#;C
8;Yang dimaksud dengan susunan/letak objek gambar pada bidang media gambar disebut ...;Komposisi;Proporsi;Keseimbangan (balance);Kesatuan;#;A
8;Objek gambar yang bentuknya sama kiri dan kanan atau sama atas dan bawah adalah ...;Komposisi asimetris;Komposisi simetris;Komposisi sentral;Komposisi tidak beraturan;#;B
8;Dalam menggambar model yang pertama kali dipersiapkan adalah ...;Model objek gambar;Buku gambar;Pensil;Pewarna;#;A
8;Tahapan atau langkah dalam menggambar model yang pertama kali dilakukan adalah ...;Mengamati objek yang akan digambar;Membuat sketsa;Mewarnai;Membuat arsiran gelap terang;#;A
8;Pensil yang berkode H menandakan pensil ...;Lunak dan hitam;Keras;Sedang;Kuat;#;B
8;Gambar yang menjelaskan ide cerita atau narasi dinamakan gambar ...;Gambar ilustrasi;Gambar bentuk;Gambar sketsa;Gambar alam benda;#;A
8;Gambar yang memuat tokoh manusia maupun hewan yang berisi cerita-cerita humor dan bersifat menghibur adalah ...;Gambar ilustrasi sastra;Ilustrasi komik;Ilustrasi karikatur;Ilustrasi kartun;#;D
8;Gambar ilustrasi sebuah cerita yang menampilkan gambar-gambar dilengkapi dengan keterangan-keterangan singkat dinamakan dengan gambar ...;Kartun;Karikatur;Komik;Vignette;#;C
8;Gambar dekoratif yang berfungsi sebagai pengisi bidang kosong pada kertas narasi dinamakan gambar ...;Komik;Karikatur;Vignette;Kartun;#;C
8;Alat dan bahan untuk menggambar ilustrasi dengan teknik kering adalah ...;Cat air;Tinta bak;Cat poster;Pensil;#;D
8;Pensil yang digunakan menggambar ilustrasi adalah ...;Pensil berkode H;Pensil berkode HB;Pensil berkode B;Pensil berkode 2B;#;C
8;Yang sangat diperhatikan finishing dari sebuah gambar ...;Sketsa;Kerapian dan kebersihan;Komposisi;Keindahan;#;B
8;Kewajaran penampakan sebuah gambar yang jauh kesannya terlihat jauh, yang dekat kesannya terlihat dekat dinamakan dengan ...;Sudut pandang;Perspektif;Teknik;Gelap terang;#;B
8;Tujuan kita membuat bermacam-macam arah dan bentuk garis dalam menggambar adalah ...;Agar gambar kita bagus;Agar tangan lentur dalam menggambar;Agar sketsa gambar terlihat lebih bagus;Mengisi waktu kosong;#;A
8;Dalam menggambar bentuk manusia diawali dengan membuat ...;Stik figur;Bagian kepala;Bagian badan;Bagian kaki;#;A
8;Keunikan lagu daerah Nusantara dapat dilihat melalui ...;Tema, melodi, syair, dan komposisi musik;Tema, syair, birama, dan nadanya;Tema, syair, birama, komposisi dan nada;Tema, birama, musik dan lagunya;#;A
8;Lagu yang tumbuh dan berkembang di daerah Nusantara dinamakan ...;Lagu daerah;Lagu tradisional;Lagu daerah Nusantara;Lagu tradisi Nusantara;#;A
8;Lagu yang sangat digemari oleh para remaja sekarang adalah ...;Lagu keroncong;Lagu seriosa;Lagu dangdut;Lagu populer;#;D
8;Pernafasan yang baik dilakukan dalam bernyanyi adalah ...;Pernafasan dada;Pernafasan diafragma;Pernafasan perut;Pernafasan bahu;#;B
8;Gaya bernyanyi lagu daerah masyarakat Sunda dan Cianjur adalah ...;Mamaos atau mamanca;Pasinden;Sindhen;Mamaos dan sindhen;#;A
8;Tembang yang dikenal jauh sebelum Indonesia merdeka dinamakan ...;Pasindhen;Mamaos;Gamelan;Momongan;#;B
8;Kaum wanita yang terkenal sebagai penyanyi di masyarakat Sunda adalah ...;Rd. Siti Nurbaya;Siti Nurmala;Siti Khadijah;Rd. Siti Syarah;#;A
8;Untuk menjaga suara seorang penyanyi tetap merdu dalam teknik vokal, perlu diperhatikan ...;Makan dan minum;Badan dan olah raga;Nada dan suara;Irama dan vokal;#;A
8;Sistem pembelajaran untuk menjadi penyanyi tradisional dilakukan ...;Sistem nada;Sistem diatomik;Sistem magang;Sistem pentatonik;#;C
8;Pesindhen atau sindhen mempunyai gaya dalam bernyanyi dalam bentuk ...;Berdiri dan berjalan;Duduk dikursi di atas rumah;Berjalan;Duduk bersimpuh dibelakang dalang;#;D
8;Bernyanyi satu suara yang dilakukan oleh kelompok dinamakan nyanyi ...;Unisono;Trio;Solo;Paduan suara;#;A
8;Yang bukan merupakan ciri-ciri lagu daerah ...;Syairnya sederhana;Liriknya bersifat kedaerahan;Lagunya disebarkan secara turun temurun;Diketahui penciptanya;#;D
8;Lagu daerah tradisional Minang didominasi dengan iringan musik ...;Musik gambus;Musik orgen;Musik saluang dan rabab;Musik pianika;#;C
8;Lagu Sipatokaan adalah lagu dari daerah ...;Kalimantan;Maluku;Irian Jaya;Sulawesi Selatan;#;D
8;Lagu daerah Aceh adalah ...;Soleram;Banda Pulai;Bungong Jeumpa;Yangko Rambe Yamko;#;C
8;Dalam bernyanyi nada-nada tinggi, kita gunakan pernafasan ...;Pernafasan perut;Pernafasan dada;Pernafasan diafragma;Pernapasan bahu;#;C
8;Gerak yang indah yang diciptakan dengan imajinasi melalui raga tubuh yang diiringi dengan musik untuk pertunjukan dinamakan dengan ...;Tari;Senam;Akrobat;Pencak silat;#;A
8;Contoh tari pencak adalah ...;Tari Piring;Tari Indang;Tari Sewah;Tari Galuak;#;A
8;Tari tradisional Ambek-ambek adalah tarian tradisional dari daerah ...;Sei Lasi;Koto Anau;Salayo;Kota Solok;#;D
8;Properti tari piring adalah ...;Talempong;Piring;Celana endong;Make up;#;B
8;Dibawah ini yang bukan perangkat lunak pengolah kata adalah ...;Notepad dan wordpad;Word perfect dan Microsoft Word;Windows dan Ms Word;Ms Word dan Notepad;#;C
8;Program MS. Word disebut juga sebagai program ...;pengolah angka;Pengolah Presentasi;Pengolah Kata;Pengolah Gambar;#;C
8;Dibawah ini program pengolah kata adalah...;MS_Excel, MS_Acces;LOTUS 123, MS_word;MS_PowerPoint, MS_Excel;WordStar, Word Perfect;#;D
8;Untuk memperbesar tampilan dokumen kita gunakan perintah ...;File > Format;Tools > Option;View > Zoom;Edit > Paste;#;C
8;Fungsi Paper Size pada page setup untuk menentukan ...;Ukuran layar;Ukuran Kertas;Ukuran File;Ukuran huruf;#;B
8;Untuk menggeser lembar kerja keatas dan kebawah serta kesamping kanan dan kiri menggunakan...;Status Bar;ToolBar;Scrool Bar;Menu Bar;#;C
8;Urutkan langkah-langkah mengaktifkan Ms. Word adalah ... [1. All program, 2. Microsoft Word, 3. Start, 4. Microsoft Office];3, 2, 1, 4;3, 1, 2, 4;3, 1, 4,2;3, 4, 2, 1;#;C
8;Manakah yang bukan bagian dari Office Button ...;New;Copy;Save As;Open;#;B
8;Berikut ini yang bukan Menu pada Ribbon Microsoft Office Word 2007 adalah...;Home;Insert;Table;Page Layout;#;C
8;Untuk menyisipkan gambar/Picture terdapat pada Menu...;Home;Insert;Page Layout;View;#;B
8;Untuk mengatur batas pengetikan teks (margins) terdapat pada Menu...;Home;Insert;Page Layout;View;#;C
8;Ctrl + B adalah shortkey untuk ...;menghitamkan font;print otomatis;Paste image;Membuka file baru;#;A
8;Yang bukan kegunaan program pengolah angka adalah ...;memainkan lagu;membuat grafik;membuat table;menghitung pembukuan keuangan;#;A
8;Fasilitas Catatan kaki pada program pengolah kata, disebut...;Header;Footer;Bookmark;Text Box;#;B
8;Fasilitas Catatan kepala pada program pengolah kata, disebut...;Header;Footer;Bookmark;Text Box;#;A
8;Cara menambahkan Fasilitas Header & Footer pada suatu dokumen, yaitu dengan mengklik Menu...;Home;Insert;Page Layout;References;#;B
8;Cara untuk menambahkan table pada suatu dokumen dengan mengklik Menu...;Home;Insert;Page Layout;References;#;B
8;Berikut ini langkah -- langkah dalam pembuatan table, adalah...;Insert -- Table -- Insert table -- Number of Coulumns -- Number Of Rows - OK;Insert -- Table -- Insert table -- Number of Rows -- Number of Coulumns -- OK;Insert table -- Table -- Insert -- Number of Rows -- Number of Coulumns -- OK;Insert table -- Table -- Insert -- Number of Coulumns -- Number of Rows -- OK;#;A
8;Untuk pemberian Nomor Halaman pada suatu dokumen, terdapat pada Menu...;Home;Insert;Page Layout;View;#;B
8;Ukuran Kertas Folio, adalah...;21 cm x 29 cm;21 cm x 27 cm;21 cm x 30 cm;21 cm x 33 cm;#;B
8;Berikut ini merupakan Ukuran Kertas yang sering digunakan pada saat Pencetakan, kecuali...;Inches;Centimeters;Millimeters;Heksameters;#;D
8;Program Microsoft Excel sering disebut juga dengan istilah spreadsheet (lembar kerja elektronik) yang beroperasi di bawah sistem operasi windows dan berfungsi dalam kehidupan sehari-hari diantaranya untuk :;Membuat laporan keuangan, daftar nilai dan daftar hadir;Membuat laporan keuangan, surat menyurat dan tabel;Membuat laporan keuangan, perhitungan tanggal dan peta;Membuat laporan keuangan, perhitungan waktu dan surat menyurat;#;A
8;Di bawah ini adalah cara untuk membuka program Microsoft Excel yaitu :;Melalui icon program MS. Excel yang ada pada monitor.;Dobel klik kiri melalui file Microsoft Excel;Dobel klik kanan melalui icon program MS. Excel yang ada pada layar dekstop;klik kiri sekali melalui icon program MS. Excel yang ada pada layar dekstop;#;B
8;Cara membuka program microsoft excel melalui icon program yang ada pada layar dekstop adalah...;Klik kiri sekali, klik open;Klik kanan sekali, klik pin to taksbar;Klik kanan sekali, klik open;Dobel klik kanan;#;C
8;Cara membuka program microsoft excel melalui menu start adalah...;Klik kanan pada menu start klik open;Klik menu Start, All Programs. - Klik lembar kerja Microsoft Excel 2007;Klik menu Start, All Programs. - Klik Microsoft Office Microsoft Excel 2007;Klik menu Start, Klik Microsoft Office dan lembar kerja Microsoft Excel 2007;#;C
8;Fungsi Open pada Office Button adalah ...;Membuka dokumen Microsoft Excel yang telah tersimpan;Menyimpan file lembar kerja;Menutup lembar kerja pada Microsoft Excel;Menampilkan lembar kerja baru;#;A
8;Perintah untuk menutup lembar kerja Microsoft Excel adalah ...;Office Button > Open;Office Button > Save;Office Button > New;Office Button > Close;#;D
8;Fungsi dari ikon copy adalah ...;Menghapus / memindah data;Menggandakan data;Membatalkan perintah;Membatalkan undo;#;B
8;Yang dimaksud dengan range adalah ...;Sekumpulan sel;Lajur vertikal dalam sebuah tabel;Lajur horisontal dalam sebuah tabel;Perpotongan antara lajur vertikal dan horisontal dalam sebuah tabel;#;A
8;Sebuah kotak yang merupakan perpotongan dari sebuah baris dan sebuah kolom dinamakan;range;Heading row;sel;Heading column;#;C
8;Penulisan alamat sel berikut ini yang paling benar adalah ...;A100B;10C2;16B;C27;#;D
8;Jika kursor (cell pointer) berada pada kolom ke-6 dan baris ke-350, maka kursor (cell pointer) tersebut dinyatakan pada sel ...;6350;3506;F350;350F;#;C
8;Toolbar yang berfungsi untuk menampilkan alamat sel aktif beserta isinya adalah ...;TitleBar;Formatting Toolbar;Menu Bar;Formula Bar;#;D
8;Berikut ini adalah perintah untuk keluar dari aplikasi Microsoft Excel, kecuali ...;Klik File à Exit;Klik icon X pojok kanan atas;Tekan tombol kombinasi Ctrl+E;Tekan tombol kombinasi Alt+F4;#;C
8;Dalam keadaan default, banyaknya worksheet dalam sebuah workbook adalah ...;3;1;256;65535;#;A
8;Perintah Save As pada menu file adalah perintah untuk ...;Membuka file Excel;Menutup aplikasi Excel;Menutup workbook;Menyimpan workbook;#;D
8;Perintah yang benar untuk mengulang kembali perintah yang pernah dibatalkan adalah ...;Undo;Repeat;Redo;Unundo;#;C
8;Repeat adalah perintah yang berfungsi untuk ...;Membatalkan perintah;Mengulang perintah yang telah dibatalkan;Mengulangi perintah terakhir;Mengisi sel hingga penuh;#;C
8;Ctrl+O adalah tombol kombinasi yang berfungsi untuk memberikan perintah ...;Membuka file;Menutup file;Keluar dari Microsoft Excel;Mengedit sel;#;A
8;Perintah untuk menutup workbook tanpa keluar dari aplikasi Microsoft Excel dan beralih untuk mengedit workbook lainnya adalah ...;File -> Exit;Officebutton -> Close;Window -> Exit;Window -> Change;#;B
8;Berikut ini adalah perintah-perintah untuk membuat workbook baru...;File;Ctrl+N;Klik icon;File Save As;#;B
8;Ikon dalam menu edit yang mempunyai fungsi memotong data dalam range atau sel pada lembar kerja disebut...;Paste;Cut;Delete;Clear;#;B
8;Fungsi ikon delete dalam menu edit adalah...;membuka dokumen;menutup dokumen;menghapus data;menghapus file;#;C
8;Dalam menu edit, ikon yang mempunyai fungsi meletakan hasil kopian disebut...;Delete;Cut;copy;paste;#;D
8;Dalam menu insert, ikon yang berfungsi untuk menyisipkan satu baris sel disebut...;Cells;Columns;picture;row;#;D
8;Ikon worksheet dalam menu insert adalah...;menyisipkan lembar kerja;menyisipkan gambar;menyisipkan baris;menyisipkan kolom;#;A
8;Perintah untuk keluar dari program microsoft excel adalah...;klik file, close;klik file, save as;klik file, exit;klik file, save;#;C
8;Perintah mengubah ukuran tinggi baris adalah...;klik format =>row=> klik height;klik format =>row=> klik width;klik format => klik row;klik format => klik row;#;A
8;Perintah mengubah ukuran dan lebar kolom adalah...;klik format => klik column => klik height;klik format => klik column => klik width;klik format => klik column;klik format => klik row;#;B
8;Program yang dipakai untuk menganalisis keuangan dan perhitungan aritmatika adalah ...;Adobe PageMaker;CorelDraw;Microsoft Excel;McAfee;#;C
8;Berikut yang bukan menu utama pada Microsoft Excel adalah ...;Formula bar;File;Edit;Insert;#;A
8;Tiap-tiap lembar sel pada Excel disebut ...;baris;kolom;sheet;tabs;#;C
8;Daerah horizontal yang dibatasi dua garis horizontal sejajar disebut ...;baris;kolom;sheet;tabs;#;A
8;Daerah vertikal yang dibatasi dua garis vertikal sejajar disebut ...;kolom;sheet;tabs;baris;#;A
